46,30622,0.9737823
47,20528,0.9949582
47,2448,0.9948988
47,36372,0.99481916
47,32189,0.9947499
47,35287,0.99471
48,7979,0.95332766
48,27006,0.9452631
48,31379,0.9437227
48,3187,0.942695
48,9957,0.9423522
50,60894,0.991592
50,24923,0.991592
50,60032,0.991592
50,59657,0.9914586
50,47111,0.9914586
51,18453,0.9871945
51,63614,0.98685634
51,34365,0.9868311
51,31784,0.98613006
51,4523,0.9858759
52,47080,0.9754265
52,6054,0.97511643
52,58629,0.97503847
52,4907,0.9741021
52,22433,0.9726893
53,6039,0.98953813
53,137,0.9868456
53,46270,0.98566794
53,71080,0.98530096
53,36576,0.98524946
54,70397,0.9933672
54,1989,0.9931116
54,2575,0.99302
54,799,0.9929213
54,6053,0.9929153
55,26754,0.9643301
55,32069,0.9643301
55,29630,0.9633123
55,7366,0.9628296
55,45224,0.9619083
56,35301,0.9944494
56,48085,0.9943111
56,54262,0.99418366
56,35168,0.99390805
56,1137,0.99385786
57,42392,0.99644333
57,68006,0.9962419
57,4043,0.99618816
57,7321,0.9961706
57,4610,0.99602884
58,33475,0.9904743
58,52600,0.98971194
58,47191,0.9895465
58,40807,0.989519
58,12619,0.98927087
59,38426,0.98916227
59,5309,0.98916227
59,19489,0.98916227
59,2843,0.98916227
59,71286,0.98916227
60,55093,0.98443973
60,64395,0.9837363
60,13388,0.9837363
60,5481,0.9837262
60,20323,0.98330975
62,54107,0.9927302
62,14447,0.9927302
62,15510,0.9927302
62,4388,0.9927302
62,7100,0.9927302
63,4732,0.9423892
63,62979,0.9423892
63,64354,0.9423892
63,31388,0.9423892
63,60848,0.9423892
64,20421,0.99144834
64,59784,0.99119335
64,71350,0.99119335
64,13882,0.9910519
64,54453,0.9907599
65,36442,0.99357563
65,67842,0.9933327
65,65145,0.9932448
65,33389,0.99270725
65,12957,0.99265605
66,64243,0.98237294
66,39026,0.98044276
66,40374,0.9781522
66,3848,0.977506
66,8274,0.97682315
67,26993,0.99488795
67,54630,0.99473894
67,6984,0.9946996
67,4749,0.9946443
67,1468,0.9946443
68,46751,0.9800276
68,19152,0.9778676
68,23045,0.9776903
68,48970,0.9773427
68,33491,0.97700393
69,49989,0.9740801
69,37060,0.97281253
69,46480,0.97098905
69,21222,0.9703308
69,17701,0.9697035
70,54724,0.9540067
70,535,0.9525485
70,18918,0.9522298
70,28804,0.95209634
70,34356,0.95159596
71,51979,0.9927302
71,71192,0.9927302
71,2025,0.9927302
71,26250,0.9927302
71,2937,0.99233747
72,23997,0.98832566
72,31181,0.9879913
72,51602,0.9879913
72,15500,0.9879913
72,18765,0.98768866
73,53754,0.9929999
73,39802,0.9920168
73,19858,0.99199593
73,7461,0.9918128
73,68428,0.9917713
74,52831,0.967696
74,48266,0.9647903
74,1136,0.9647903
74,55765,0.96367675
74,10629,0.9626476
75,44591,0.98786813
75,55337,0.98742634
75,55996,0.98716635
75,34049,0.98693615
75,5892,0.98680985
76,34051,0.99536806
76,9152,0.9952173
76,29606,0.9951726
76,24381,0.9950059
76,5417,0.99496007
