8	4446	3
8	4447	2
8	4452	4
8	4483	2
8	4487	3
8	4488	3
8	4489	3
8	4499	5
8	4526	3
8	4531	3
8	4544	3
8	4545	3
8	4558	3
8	4563	2
8	4571	3
8	4572	3
8	4580	3
8	4587	3
8	4621	1
8	4624	4
8	4636	3
8	4643	3
8	4672	3
8	4673	3
8	4677	2
8	4681	4
8	4701	3
8	4718	3
8	4728	3
8	4734	4
8	4735	2
8	4744	4
8	4756	3
8	4758	4
8	4776	3
8	4844	4
8	4848	3
8	4855	3
8	4866	3
8	4874	4
8	4878	5
8	4886	4
8	4887	4
8	4899	3
8	4954	4
8	4958	4
8	4963	4
8	4975	3
8	4978	4
8	4979	4
8	4980	3
8	4992	2
8	4993	3
8	5010	4
8	5014	4
8	5015	3
8	5040	3
8	5047	4
8	5049	3
8	5065	3
8	5093	3
8	5110	4
8	5128	3
8	5151	3
8	5152	5
8	5171	3
8	5218	4
8	5219	3
8	5247	3
8	5254	4
8	5255	3
8	5283	5
8	5293	2
8	5313	3
8	5323	2
8	5349	4
8	5378	3
8	5382	3
8	5388	4
8	5414	3
8	5438	3
8	5445	3
8	5459	4
8	5463	3
8	5476	3
8	5478	4
8	5481	4
8	5501	3
8	5502	4
8	5507	4
8	5523	3
8	5538	2
8	5541	3
8	5556	0
8	5573	3
8	5574	4
8	5609	2
8	5621	3
8	5669	4
8	5673	4
8	5678	3
